schema_version,window_mode,continuity_policy,ticker,strategy,parameter_set,window_id,date,portfolio_value,cash,holdings,total_return,cumulative_oos_return,drawdown
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-01-26,109844.822115,4897.977221,104946.844894,0.098448,0.098448,0.000000
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-01-27,111280.941881,4897.977221,106382.964661,0.112809,0.112809,0.000000
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-01-30,109144.977221,4897.977221,104247.000000,0.091450,0.091450,-0.019194
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-01-31,110085.382326,4897.977221,105187.405106,0.100854,0.100854,-0.010744
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-01,110916.441881,4897.977221,106018.464661,0.109164,0.109164,-0.003275
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-02,114845.762560,4897.977221,109947.785339,0.148458,0.148458,0.000000
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-03,117528.477221,4897.977221,112630.500000,0.175285,0.175285,0.000000
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-06,115509.144106,4897.977221,110611.166885,0.155091,0.155091,-0.017182
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-07,117637.822771,4897.977221,112739.845551,0.176378,0.176378,0.000000
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-08,115647.655886,4897.977221,110749.678665,0.156477,0.156477,-0.016918
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-09,114882.203661,4897.977221,109984.226440,0.148822,0.148822,-0.023425
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-10,114984.263216,4897.977221,110086.285995,0.149843,0.149843,-0.022557
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-13,117054.631670,4897.977221,112156.654449,0.170546,0.170546,-0.004958
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-14,116580.774996,4897.977221,111682.797775,0.165808,0.165808,-0.008986
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-15,118133.548556,4897.977221,113235.571335,0.181335,0.181335,0.000000
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-16,116952.572115,4897.977221,112054.594894,0.169526,0.169526,-0.009997
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-17,116106.929445,4897.977221,111208.952225,0.161069,0.161069,-0.017155
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-21,113139.894106,4897.977221,108241.916885,0.131399,0.131399,-0.042271
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-22,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-23,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-24,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-27,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-02-28,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-01,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-02,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-03,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-06,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-07,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-08,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-09,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-10,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-13,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-14,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-15,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-16,113261.468585,113261.468585,0.000000,0.132615,0.132615,-0.041242
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-17,112354.670672,5404.670672,106950.000000,0.123547,0.123547,-0.048918
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-20,114010.666460,5404.670672,108605.995789,0.140107,0.140107,-0.034900
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-21,115307.869829,5404.670672,109903.199158,0.153079,0.153079,-0.023919
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-22,114307.371935,5404.670672,108902.701263,0.143074,0.143074,-0.032389
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-23,115066.365618,5404.670672,109661.694946,0.150664,0.150664,-0.025964
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-24,115977.170672,5404.670672,110572.500000,0.159772,0.159772,-0.018254
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-27,114617.869829,5404.670672,109213.199158,0.146179,0.146179,-0.029760
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-28,114183.166460,5404.670672,108778.495789,0.141832,0.141832,-0.033440
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-29,116335.973620,5404.670672,110931.302948,0.163360,0.163360,-0.015216
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-30,117433.071093,5404.670672,112028.400421,0.174331,0.174331,-0.005930
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-03-31,119185.666460,5404.670672,113780.995789,0.191857,0.191857,0.000000
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-03,120061.969408,5404.670672,114657.298737,0.200620,0.200620,0.000000
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-04,119689.374041,5404.670672,114284.703369,0.196894,0.196894,-0.003103
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-05,118399.066881,5404.670672,112994.396210,0.183991,0.183991,-0.013850
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-06,119020.073199,5404.670672,113615.402527,0.190201,0.190201,-0.008678
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-10,117205.369829,5404.670672,111800.699158,0.172054,0.172054,-0.023793
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-11,116356.672777,5404.670672,110952.002106,0.163567,0.163567,-0.030862
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-12,116479.664434,116479.664434,0.000000,0.164797,0.164797,-0.029837
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-13,116479.664434,116479.664434,0.000000,0.164797,0.164797,-0.029837
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-14,116479.664434,116479.664434,0.000000,0.164797,0.164797,-0.029837
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-17,116479.664434,116479.664434,0.000000,0.164797,0.164797,-0.029837
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-18,116479.664434,116479.664434,0.000000,0.164797,0.164797,-0.029837
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-19,116479.664434,116479.664434,0.000000,0.164797,0.164797,-0.029837
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-20,116684.778916,6695.782945,109988.995972,0.166848,0.166848,-0.028129
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-21,115465.439922,115465.439922,0.000000,0.154654,0.154654,-0.038285
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-24,115465.439922,115465.439922,0.000000,0.154654,0.154654,-0.038285
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-25,115465.439922,115465.439922,0.000000,0.154654,0.154654,-0.038285
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-26,115465.439922,115465.439922,0.000000,0.154654,0.154654,-0.038285
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-27,115465.439922,115465.439922,0.000000,0.154654,0.154654,-0.038285
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-04-28,115465.439922,115465.439922,0.000000,0.154654,0.154654,-0.038285
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-01,115465.439922,115465.439922,0.000000,0.154654,0.154654,-0.038285
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-02,114299.265805,5422.430142,108876.835663,0.142993,0.142993,-0.047998
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-03,114755.239391,114755.239391,0.000000,0.147552,0.147552,-0.044200
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-04,114755.239391,114755.239391,0.000000,0.147552,0.147552,-0.044200
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-05,114755.239391,114755.239391,0.000000,0.147552,0.147552,-0.044200
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-08,115233.271759,6275.271759,108958.000000,0.152333,0.152333,-0.040218
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-09,114146.834442,6275.271759,107871.562683,0.141468,0.141468,-0.049267
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-10,115270.950226,6275.271759,108995.678467,0.152710,0.152710,-0.039905
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-11,115390.271759,6275.271759,109115.000000,0.153903,0.153903,-0.038911
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-12,114649.236359,6275.271759,108373.964600,0.146492,0.146492,-0.045083
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-15,114335.236359,6275.271759,108059.964600,0.143352,0.143352,-0.047698
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-16,114335.236359,6275.271759,108059.964600,0.143352,0.143352,-0.047698
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-17,113947.459066,113947.459066,0.000000,0.139475,0.139475,-0.050928
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-18,113947.459066,113947.459066,0.000000,0.139475,0.139475,-0.050928
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-19,113947.459066,113947.459066,0.000000,0.139475,0.139475,-0.050928
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-22,113922.086605,6266.488491,107655.598114,0.139221,0.139221,-0.051139
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-23,113100.393491,113100.393491,0.000000,0.131004,0.131004,-0.057983
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-24,113100.393491,113100.393491,0.000000,0.131004,0.131004,-0.057983
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-25,113100.393491,113100.393491,0.000000,0.131004,0.131004,-0.057983
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-26,113100.393491,113100.393491,0.000000,0.131004,0.131004,-0.057983
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-30,113100.393491,113100.393491,0.000000,0.131004,0.131004,-0.057983
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-05-31,113100.393491,113100.393491,0.000000,0.131004,0.131004,-0.057983
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-01,114387.149981,5252.612200,109134.537781,0.143871,0.143871,-0.047266
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-02,114908.310351,5252.612200,109655.698151,0.149083,0.149083,-0.042925
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-05,114078.093310,5252.612200,108825.481110,0.140781,0.140781,-0.049840
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-06,113853.876269,5252.612200,108601.264069,0.138539,0.138539,-0.051707
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-07,113011.536638,5252.612200,107758.924438,0.130115,0.130115,-0.058723
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-08,114678.036638,5252.612200,109425.424438,0.146780,0.146780,-0.044843
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-09,114914.376269,5252.612200,109661.764069,0.149144,0.149144,-0.042874
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-12,116629.348131,5252.612200,111376.735931,0.166293,0.166293,-0.028590
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-13,116338.470721,5252.612200,111085.858521,0.163385,0.163385,-0.031013
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-14,116726.310351,5252.612200,111473.698151,0.167263,0.167263,-0.027783
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-15,117974.668871,5252.612200,112722.056671,0.179747,0.179747,-0.017385
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-16,117314.131090,5252.612200,112061.518890,0.173141,0.173141,-0.022887
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-20,117368.668871,5252.612200,112116.056671,0.173687,0.173687,-0.022433
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-21,116732.376269,5252.612200,111479.764069,0.167324,0.167324,-0.027732
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-22,118574.612200,5252.612200,113322.000000,0.185746,0.185746,-0.012388
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-23,118380.687762,5252.612200,113128.075562,0.183807,0.183807,-0.014003
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-26,117526.234789,5252.612200,112273.622589,0.175262,0.175262,-0.021120
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-27,117733.034145,117733.034145,0.000000,0.177330,0.177330,-0.019398
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-28,118349.617057,5935.117057,112414.500000,0.183496,0.183496,-0.014262
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-29,118551.574882,5935.117057,112616.457825,0.185516,0.185516,-0.012580
2,calendar_duration,continuous_capital,AAPL,MACD_Momentum,fast=12;slow=26;signal=9,0,2023-06-30,120980.528120,120980.528120,0.000000,0.209805,0.209805,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-03,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-04,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-05,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-06,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-09,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-10,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-11,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-12,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-13,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-17,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-18,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-19,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-20,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-23,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-24,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-25,100000.000000,100000.000000,0.000000,0.000000,0.000000,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-26,100384.796733,4075.552241,96309.244492,0.003848,0.003848,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-27,101702.717342,4075.552241,97627.165100,0.017027,0.017027,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-30,99742.552241,4075.552241,95667.000000,-0.002574,-0.002574,-0.019273
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-01-31,100605.557750,4075.552241,96530.005508,0.006056,0.006056,-0.010788
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-01,101368.217342,4075.552241,97292.665100,0.013682,0.013682,-0.003289
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-02,104974.137141,4075.552241,100898.584900,0.049741,0.049741,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-03,107436.052241,4075.552241,103360.500000,0.074361,0.074361,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-06,105582.919383,4075.552241,101507.367142,0.055829,0.055829,-0.017249
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-07,107536.398158,4075.552241,103460.845917,0.075364,0.075364,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-08,105710.031016,4075.552241,101634.478775,0.057100,0.057100,-0.016984
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-09,105007.578975,4075.552241,100932.026733,0.050076,0.050076,-0.023516
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-10,105101.238567,4075.552241,101025.686325,0.051012,0.051012,-0.022645
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-13,107001.206325,4075.552241,102925.654083,0.070012,0.070012,-0.004977
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-14,106566.350200,4075.552241,102490.797958,0.065664,0.065664,-0.009021
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-15,107991.323466,4075.552241,103915.771225,0.079913,0.079913,0.000000
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-16,106907.546733,4075.552241,102831.994492,0.069075,0.069075,-0.010036
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-17,106131.504283,4075.552241,102055.952042,0.061315,0.061315,-0.017222
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-21,103408.669383,4075.552241,99333.117142,0.034087,0.034087,-0.042435
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-22,103696.344691,4075.552241,99620.792450,0.036963,0.036963,-0.039772
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-23,104024.148158,4075.552241,99948.595917,0.040241,0.040241,-0.036736
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-24,102224.546733,4075.552241,98148.994492,0.022245,0.022245,-0.053400
2,calendar_duration,continuous_capital,AAPL,MA_Cross,short=5;long=50,1,2023-02-27,103034.031016,4075.552241,98958.478775,0.030340,0.030340,-0.045905
